fasta_header                                                                              ,Virus name                                   ,Location                                             ,Collection date,Originating lab                                                                                                                                                                                                                 ,Submitting lab                                                                                                                                                                                                                                              ,Authors
hCoV-19/Pakistan/Gilgit1/2020|EPI_ISL_417444|Asia|Pakistan|2020-03-04                     ,hCoV-19/Pakistan/Gilgit1/2020                ,Asia/Pakistan/Gilgit                                 ,2020-03-04     ,unknown                                                                                                                                                                                                                         ,Department of Healthcare Biotechnology                                                                                                                                                                                                                      ,"Javed,A., Niazi,S.K., Ghani,E., Saqib,M., Janjua,H.A., Corman,V.M. and Zohaib,A."
hCoV-19/Italy/UniMI01/2020|EPI_ISL_417445|Europe|Italy|2020-02-24                         ,hCoV-19/Italy/UniMI01/2020                   ,Europe/Italy/Lombardy/Milan                          ,2020-02-24     ,"Laboratory of Infectious Diseases, Department of Biomedical and Clinical Sciences L. Sacco, University of Milan"                                                                                                               ,"Laboratory of Infectious Diseases, Department of Biomedical and Clinical Sciences L. Sacco, University of Milan"                                                                                                                                           ,"Gianguglielmo Zehender, Alessia Lai, Annalisa Bergna, Luca Meroni, Agostino Riva, Claudia Balotta, Maciej Tarkowski, Arianna Gabrieli, Dario Bernacchia, Stefano Rusconi, Giuliano Rizzardini, Spinello Antinori, Massimo Galli"
hCoV-19/USA/WA-UW234/2020|EPI_ISL_417448|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW234/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW235/2020|EPI_ISL_417449|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW235/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Wuhan/WH05/2020|EPI_ISL_408978|Asia|China|2020-02-07                              ,hCoV-19/Wuhan/WH05/2020                      ,Asia/China/Hubei/Wuhan                               ,2020-02-07     ,Wuhan Fourth Hospital                                                                                                                                                                                                           ,Beijing Genomics Institute (BGI)                                                                                                                                                                                                                            ,Weijun Chen
hCoV-19/Australia/NSW02/2020|EPI_ISL_408976|Oceania|Australia|2020-01-22                  ,hCoV-19/Australia/NSW02/2020                 ,Oceania/Australia/NewSouthWales/Sydney               ,2020-01-22     ,Centre for Infectious Diseases and Microbiology Laboratory Services                                                                                                                                                             ,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney                                                                                                                                        ,"Rockett R, Sadsad R, Eden J-S, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*"
hCoV-19/Japan/DP0190/2020|EPI_ISL_416581|Asia|Japan|2020-02-15                            ,hCoV-19/Japan/DP0190/2020                    ,Asia/Japan/unknown                                   ,2020-02-15     ,Japanese Quarantine Stations                                                                                                                                                                                                    ,"Pathogen Genomics Center, National Institute of Infectious Diseases"                                                                                                                                                                                       ,"Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda"
hCoV-19/Japan/DP0200/2020|EPI_ISL_416584|Asia|Japan|2020-02-15                            ,hCoV-19/Japan/DP0200/2020                    ,Asia/Japan/unknown                                   ,2020-02-15     ,Japanese Quarantine Stations                                                                                                                                                                                                    ,"Pathogen Genomics Center, National Institute of Infectious Diseases"                                                                                                                                                                                       ,"Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda"
hCoV-19/Japan/DP0191/2020|EPI_ISL_416582|Asia|Japan|2020-02-15                            ,hCoV-19/Japan/DP0191/2020                    ,Asia/Japan/unknown                                   ,2020-02-15     ,Japanese Quarantine Stations                                                                                                                                                                                                    ,"Pathogen Genomics Center, National Institute of Infectious Diseases"                                                                                                                                                                                       ,"Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda"
hCoV-19/Japan/DP0196/2020|EPI_ISL_416583|Asia|Japan|2020-02-15                            ,hCoV-19/Japan/DP0196/2020                    ,Asia/Japan/unknown                                   ,2020-02-15     ,Japanese Quarantine Stations                                                                                                                                                                                                    ,"Pathogen Genomics Center, National Institute of Infectious Diseases"                                                                                                                                                                                       ,"Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda"
hCoV-19/Belgium/RT-03035/2020|EPI_ISL_417430|Europe|Belgium|2020-03-03                    ,hCoV-19/Belgium/RT-03035/2020                ,Europe/Belgium/Vorst                                 ,2020-03-03     ,"KU Leuven, Clinical and Epidemiological Virology"                                                                                                                                                                              ,"KU Leuven, Clinical and Epidemiological Virology"                                                                                                                                                                                                          ,"Joan Marti-Carerras, Tony Wawina, Bert Vanmechelen, Piet Maes"
hCoV-19/Congo/KN-0043/2020|EPI_ISL_417435|Africa|Congo|2020-03-15                         ,hCoV-19/Congo/KN-0043/2020                   ,Africa/Congo/Kinshasa                                ,2020-03-15     ,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                      ,"Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                                                ,"Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
hCoV-19/Japan/DP0287/2020|EPI_ISL_416589|Asia|Japan|2020-02-16                            ,hCoV-19/Japan/DP0287/2020                    ,Asia/Japan/unknown                                   ,2020-02-16     ,Japanese Quarantine Stations                                                                                                                                                                                                    ,"Pathogen Genomics Center, National Institute of Infectious Diseases"                                                                                                                                                                                       ,"Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda"
hCoV-19/Congo/KN-0051/2020|EPI_ISL_417436|Africa|Congo|2020-03-17                         ,hCoV-19/Congo/KN-0051/2020                   ,Africa/Congo/Kinshasa                                ,2020-03-17     ,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                      ,"Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                                                ,"Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
hCoV-19/Congo/KN-0017/2020|EPI_ISL_417433|Africa|Congo|2020-03-11                         ,hCoV-19/Congo/KN-0017/2020                   ,Africa/Congo/Kinshasa                                ,2020-03-11     ,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                      ,"Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                                                ,"Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
hCoV-19/Japan/DP0278/2020|EPI_ISL_416587|Asia|Japan|2020-02-16                            ,hCoV-19/Japan/DP0278/2020                    ,Asia/Japan/unknown                                   ,2020-02-16     ,Japanese Quarantine Stations                                                                                                                                                                                                    ,"Pathogen Genomics Center, National Institute of Infectious Diseases"                                                                                                                                                                                       ,"Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda"
hCoV-19/Congo/KN-0038/2020|EPI_ISL_417434|Africa|Congo|2020-03-14                         ,hCoV-19/Congo/KN-0038/2020                   ,Africa/Congo/Kinshasa                                ,2020-03-14     ,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                      ,"Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                                                ,"Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
hCoV-19/Congo/KN-0059/2020|EPI_ISL_417439|Africa|Congo|2020-03-17                         ,hCoV-19/Congo/KN-0059/2020                   ,Africa/Congo/Kinshasa                                ,2020-03-17     ,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                      ,"Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                                                ,"Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
hCoV-19/Congo/KN-0054/2020|EPI_ISL_417437|Africa|Congo|2020-03-17                         ,hCoV-19/Congo/KN-0054/2020                   ,Africa/Congo/Kinshasa                                ,2020-03-17     ,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                      ,"Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                                                ,"Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
hCoV-19/Congo/KN-0058/2020|EPI_ISL_417438|Africa|Congo|2020-03-17                         ,hCoV-19/Congo/KN-0058/2020                   ,Africa/Congo/Kinshasa                                ,2020-03-17     ,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                      ,"Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)"                                                                                                                                                                                ,"Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
hCoV-19/Germany/NRW-15/2020|EPI_ISL_417460|Europe|Germany|2020-03-11                      ,hCoV-19/Germany/NRW-15/2020                  ,Europe/Germany/Duesseldorf                           ,2020-03-11     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                                                 ,"Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann"
hCoV-19/Wuhan/IVDC-HB-envF13-21/2020|EPI_ISL_408515|Asia|China|2020-01-01                 ,hCoV-19/Wuhan/IVDC-HB-envF13-21/2020         ,Asia/China/Hubei/Wuhan                               ,2020-01-01     ,"Institute of Viral Disease Control and Prevention, China CDC"                                                                                                                                                                  ,"Institute of Viral Disease Control and Prevention, China CDC"                                                                                                                                                                                              ,"William J. Liu, Peipei Liu, Xiang Zhao, Peihua Niu, Yingze Zhao, Wenwen Lei, Ziqian Xu, Shumei Zou, Wei Zhen, Beiwei Ye, Mengjie Yang, Weifeng Shi, Roujian Lu, Wenjie Tan, Zhixiao Chen, Yuchao Wu, Juan Song, Weimin Zhou, Dayan Wang, Jun Han, Wenbo Xu, George F. Gao, Guizhen Wu"
hCoV-19/USA/WA-UW239/2020|EPI_ISL_417453|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW239/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW240/2020|EPI_ISL_417454|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW240/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Germany/NRW-12/2020|EPI_ISL_417457|Europe|Germany|2020-03-10                      ,hCoV-19/Germany/NRW-12/2020                  ,Europe/Germany/Duesseldorf                           ,2020-03-10     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                                                 ,"Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann"
hCoV-19/Germany/NRW-13/2020|EPI_ISL_417458|Europe|Germany|2020-03-11                      ,hCoV-19/Germany/NRW-13/2020                  ,Europe/Germany/Duesseldorf                           ,2020-03-11     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                                                 ,"Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann"
hCoV-19/USA/WA-UW242/2020|EPI_ISL_417456|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW242/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Ecuador/HEE-01/2020|EPI_ISL_417482|SouthAmerica|Ecuador|2020-03-09                ,hCoV-19/Ecuador/HEE-01/2020                  ,SouthAmerica/Ecuador/Quito                           ,2020-03-09     ,"Institute of Microbiology, Universidad San Francisco de Quito"                                                                                                                                                                 ,"Institute of Microbiology, Universidad San Francisco de Quito"                                                                                                                                                                                             ,"Sully Márquez, Belén Prado-Vivar, Juan José Guadalupe, Bernardo Gutiérrez, Manuel Jibaja, Milton Tobar, Verónica Barragán, Patricio Rojas-Silva, Gabriel Trueba, Michelle Grunauer, Paúl Cárdenas"
hCoV-19/Norway/1379/2020|EPI_ISL_417483|Europe|Norway|2020-02-27                          ,hCoV-19/Norway/1379/2020                     ,Europe/Norway/Oslo                                   ,2020-02-27     ,"Oslo University Hospital, Department of Medical Microbiology"                                                                                                                                                                  ,Norwegian Institute of Public Health                                                                                                                                                                                                                        ,"Kathrine Stene-Johansen, Kamilla Heddeland Instefjord, Hilde Elshaug, Karoline Bragstad, Olav Hungnes "
hCoV-19/USA/MN44-MDH44/2020|EPI_ISL_417480|NorthAmerica|USA|2020-03-12                    ,hCoV-19/USA/MN44-MDH44/2020                  ,NorthAmerica/USA/Minnesota                           ,2020-03-12     ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                      ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                                                  ,"Matt Plumb, Jake Garfin and Xiong Wang"
hCoV-19/Iceland/LUH-01/2020|EPI_ISL_417481|Europe|Iceland|2020-03-13                      ,hCoV-19/Iceland/LUH-01/2020                  ,Europe/Iceland/Reykjavik                             ,2020-03-13     ,deCODE genetics                                                                                                                                                                                                                 ,deCODE genetics                                                                                                                                                                                                                                             ,"Daniel F Gudbjartsson, Agnar Helgason, Hakon Jonsson, Olafur T Magnusson, Pall Melsted, Gudmundur L Norddahl, Jona Saemundsdottir, Asgeir Sigurdsson, Patrick Sulem, Arna B Agustsdottir, Berglind Eiriksdottir, Run Fridriksdottir, Elisabet E Gardarsdottir, Gudmundur Georgsson, Olafia S Gretarsdottir, Kjartan R Gudmundsson, Thora R Gunnarsdottir, Arnaldur Gylfason, Hilma Holm, Brynjar O Jensson, Aslaug Jonasdottir, Kamilla S Josefsdottir, Thordur Kristjansson, Droplaug N Magnusdottir, Louise le Roux, Gudrun Sigmundsdottir, Gardar Sveinbjornsson, Kristin E Sveinsdottir, Maney Sveinsdottir, Emil A Thorarensen, Bjarni Thorbjornsson, Gisli Masson, Ingileif Jonsdottir, Alma Moller, Thorolfur Gudnason, Karl G Kristinsson, Unnur Thorsteinsdottir, Kari Stefansson"
hCoV-19/Norway/1538/2020|EPI_ISL_417486|Europe|Norway|2020-03-01                          ,hCoV-19/Norway/1538/2020                     ,Europe/Norway/Oslo                                   ,2020-03-01     ,"Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology"                                                                                                                                                ,"Norwegian Institute of Public Health, Department of Virology "                                                                                                                                                                                             ,"Kathrine Stene-Johansen, Kamilla Heddeland Instefjord, Hilde Elshaug, Karoline Bragstad, Olav Hungnes"
hCoV-19/Denmark/SSI-04/2020|EPI_ISL_416153|Europe|Denmark|2020-03-02                      ,hCoV-19/Denmark/SSI-04/2020                  ,Europe/Denmark/Copenhagen                            ,2020-03-02     ,"Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark."                                                                                                                     ,ViFU                                                                                                                                                                                                                                                        ,"Morten Rasmussen, Maiken Worsoe Rosenstierne , Anders Fomsgaard"
hCoV-19/Norway/1380/2020|EPI_ISL_417484|Europe|Norway|2020-02-26                          ,hCoV-19/Norway/1380/2020                     ,Europe/Norway/Oslo                                   ,2020-02-26     ,"Oslo University Hospital, Department of Medical Microbiology"                                                                                                                                                                  ,"Norwegian Institute of Public Health, Department of Virology "                                                                                                                                                                                             ,"Kathrine Stene-Johansen, Kamilla Heddeland Instefjord, Hilde Elshaug, Karoline Bragstad, Olav Hungnes"
hCoV-19/Norway/1526/2020|EPI_ISL_417485|Europe|Norway|2020-03-02                          ,hCoV-19/Norway/1526/2020                     ,Europe/Norway/Oslo                                   ,2020-03-02     ,"University Hospital of Northern Norway, Department for Microbiology and Infectious Disease Control"                                                                                                                            ,"Norwegian Institute of Public Health, Department of Virology"                                                                                                                                                                                              ,"Kathrine Stene-Johansen, Kamilla Heddeland Instefjord, Hilde Elshaug, Karoline Bragstad, Olav Hungnes"
hCoV-19/Belgium/ULG-3163/2020|EPI_ISL_417006|Europe|Belgium|2020-03-05                    ,hCoV-19/Belgium/ULG-3163/2020                ,Europe/Belgium/Liège                                 ,2020-03-05     ,Department of Clinical Microbiology                                                                                                                                                                                             ,GIGA Medical Genomics                                                                                                                                                                                                                                       ,"Durkin Keith, Artesi Maria, Bontems Sébastien, Boreux Raphaël, Meex Cécile, Melin Pierrette, Hayette Marie-Pierre, Bours Vincent."
hCoV-19/Denmark/SSI-05/2020|EPI_ISL_416140|Europe|Denmark|2020-03-02                      ,hCoV-19/Denmark/SSI-05/2020                  ,Europe/Denmark/Copenhagen                            ,2020-03-02     ,"Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark. "                                                                                                                    ,Statens Serum Institute                                                                                                                                                                                                                                     ,"Morten Rasmussen, Maiken Worsoe Rosenstierne , Anders Fomsgaard"
hCoV-19/USA/MN34-MDH34/2020|EPI_ISL_417471|NorthAmerica|USA|2020-03-12                    ,hCoV-19/USA/MN34-MDH34/2020                  ,NorthAmerica/USA/Minnesota                           ,2020-03-12     ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                      ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                                                  ,"Matt Plumb, Jake Garfin and Xiong Wang"
hCoV-19/USA/MN32-MDH32/2020|EPI_ISL_417470|NorthAmerica|USA|2020-03-12                    ,hCoV-19/USA/MN32-MDH32/2020                  ,NorthAmerica/USA/Minnesota                           ,2020-03-12     ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                      ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                                                  ,"Matt Plumb, Jake Garfin and Xiong Wang"
hCoV-19/Denmark/SSI-03/2020|EPI_ISL_416144|Europe|Denmark|2020-03-01                      ,hCoV-19/Denmark/SSI-03/2020                  ,Europe/Denmark/Copenhagen                            ,2020-03-01     ,"Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark."                                                                                                                     ,ViFU                                                                                                                                                                                                                                                        ,"Morten Rasmussen, Maiken Worsoe Rosenstierne , Anders Fomsgaard"
hCoV-19/USA/MN39-MDH39/2020|EPI_ISL_417475|NorthAmerica|USA|2020-03-12                    ,hCoV-19/USA/MN39-MDH39/2020                  ,NorthAmerica/USA/Minnesota                           ,2020-03-12     ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                      ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                                                  ,"Matt Plumb, Jake Garfin and Xiong Wang"
hCoV-19/USA/MN40-MDH40/2020|EPI_ISL_417476|NorthAmerica|USA|2020-03-12                    ,hCoV-19/USA/MN40-MDH40/2020                  ,NorthAmerica/USA/Minnesota                           ,2020-03-12     ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                      ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                                                  ,"Matt Plumb, Jake Garfin and Xiong Wang"
hCoV-19/Denmark/SSI-01/2020|EPI_ISL_416142|Europe|Denmark|2020-02-26                      ,hCoV-19/Denmark/SSI-01/2020                  ,Europe/Denmark/Copenhagen                            ,2020-02-26     ,"Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark."                                                                                                                     ,Statens Serum Institute                                                                                                                                                                                                                                     ,"Morten Rasmussen, Maiken Worsoe Rosenstierne , Anders Fomsgaard"
hCoV-19/USA/MN38-MDH38/2020|EPI_ISL_417474|NorthAmerica|USA|2020-03-12                    ,hCoV-19/USA/MN38-MDH38/2020                  ,NorthAmerica/USA/Minnesota                           ,2020-03-12     ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                      ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                                                  ,"Matt Plumb, Jake Garfin and Xiong Wang"
hCoV-19/USA/MN41-MDH41/2020|EPI_ISL_417477|NorthAmerica|USA|2020-03-12                    ,hCoV-19/USA/MN41-MDH41/2020                  ,NorthAmerica/USA/Minnesota                           ,2020-03-12     ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                      ,"Minnesota Department of Health, Public Health Laboratory"                                                                                                                                                                                                  ,"Matt Plumb, Jake Garfin and Xiong Wang"
hCoV-19/Georgia/Tb-54/2020|EPI_ISL_415641|Asia|Georgia|2020-02-27                         ,hCoV-19/Georgia/Tb-54/2020                   ,Asia/Georgia/Tbilisi                                 ,2020-02-27     ,"R. G. Lugar Center for Public Health Research,  National Center for Disease Control and Public Health (NCDC) of Georgia."                                                                                                      ,"R. G. Lugar Center for Public Health Research,  National Center for Disease Control and Public Health (NCDC) of Georgia."                                                                                                                                  ,"Nato Kotaria, Marine Murtskhvaladze, Ann Machablishvili, Lela Sabadze, Mari Gavashelidze, Ana Papkiauri, Meri Pantsulaia, Gvantsa Brachveli, Tata Imnadze, Tamar Jashiashvili, Tea Tevdoradze, Ketevan Sidamonidze, Ekaterine Khmaladze, Ekaterine Zhghenti, Roena Sukhiashvili, Mariam Zakalashvili, Lela Urushadze, Magda Dgebuadze, Giorgi Tomashvili, Davit Tsaguria, Ekaterine Zangaladze, Nino Berishvili, Gvantsa Chanturia, Adam Kotorashvili, Maia Alkhazashvili, Irma Burjanadze, Anna Kasradze, Khatuna Zakhashvili, Paata Imnadze, Amiran Gamkrelidze."
hCoV-19/Iceland/193/2020|EPI_ISL_417820|Europe|Iceland|2020-03-16                         ,hCoV-19/Iceland/193/2020                     ,Europe/Iceland/Reykjavik                             ,2020-03-16     ,The National University Hospital of Iceland                                                                                                                                                                                     ,deCODE genetics                                                                                                                                                                                                                                             ,Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
hCoV-19/Scotland/EDB003/2020|EPI_ISL_415640|Europe|UnitedKingdom|2020-03-08               ,hCoV-19/Scotland/EDB003/2020                 ,Europe/UnitedKingdom/Scotland                        ,2020-03-08     ,"Virology Department, Royal Infirmary of Edinburgh, NHS Lothian"                                                                                                                                                                ,"Virology Department, Royal Infirmary of Edinburgh, NHS Lothian"                                                                                                                                                                                            ,"McHugh M, Dewar R, O’Toole Á, Rambaut A, Williams TC, Templeton K"
